time/s,I/mA
7.202069818060409E+002,7.9448626E-005
7.203069818035146E+002,7.9003090E-005
7.204069818009884E+002,7.9194033E-005
7.205069817984622E+002,7.8812154E-005
7.206069817959360E+002,7.8875797E-005
7.207069817934098E+002,7.8939440E-005
7.208069817908836E+002,7.8748497E-005
7.209069817883574E+002,7.9194033E-005
7.210069817858312E+002,7.8939440E-005
7.211069817833049E+002,7.8812154E-005
7.212069817807787E+002,7.9257683E-005
7.213069817782525E+002,7.9830505E-005
7.214069817757263E+002,8.0403326E-005
7.215069817732001E+002,7.9957797E-005
7.216069817706739E+002,7.9384976E-005
7.217069817681477E+002,7.9639569E-005
7.218069817656215E+002,7.8684854E-005
7.219069817630952E+002,7.9321326E-005
7.220069817605690E+002,7.9130383E-005
7.221069817580428E+002,8.0530626E-005
7.222069817555166E+002,7.9639569E-005
7.223069817529904E+002,7.9257683E-005
7.224069817504642E+002,7.9194033E-005
7.225069817479380E+002,7.9257683E-005
7.226069817454118E+002,7.9003090E-005
7.227069817428855E+002,7.9448626E-005
7.228069817403593E+002,7.9512269E-005
7.229069817378331E+002,7.9766854E-005
7.230069817353069E+002,8.0466969E-005
7.231069817327807E+002,7.9894147E-005
7.232069817302545E+002,8.0339683E-005
7.233069817277283E+002,7.9894147E-005
7.234069817252021E+002,7.8812154E-005
7.235069817226758E+002,7.9957797E-005
7.236069817201496E+002,7.9321326E-005
7.237069817176234E+002,7.9130383E-005
7.238069817150972E+002,7.8875797E-005
7.239069817125710E+002,7.9703212E-005
7.240069817100448E+002,7.8684854E-005
7.241069817075186E+002,7.9257683E-005
7.242069817049924E+002,7.9384976E-005
7.243069817024661E+002,7.9448626E-005
7.244069816999399E+002,7.9257683E-005
7.245069816974137E+002,7.9894147E-005
7.246069816948875E+002,7.9384976E-005
7.247069816923613E+002,7.9512269E-005
7.248069816898351E+002,7.9130383E-005
7.249069816873089E+002,7.9130383E-005
7.250069816847827E+002,7.8812154E-005
7.251069816822564E+002,7.9130383E-005
7.252069816797302E+002,7.8430268E-005
7.253069816772040E+002,7.9003090E-005
7.254069816746778E+002,7.9257683E-005
7.255069816721516E+002,7.8812154E-005
7.256069816696254E+002,7.9957797E-005
7.257069816670992E+002,7.8302975E-005
7.258069816645730E+002,7.9130383E-005
7.259069816620467E+002,7.9066747E-005
7.260069816595205E+002,7.8812154E-005
7.261069816569943E+002,7.9003090E-005
7.262069816544681E+002,7.8239333E-005
7.263069816519419E+002,7.8493911E-005
7.264069816494157E+002,7.8366618E-005
7.265069816468895E+002,7.8430268E-005
7.266069816443633E+002,7.9384976E-005
7.267069816418370E+002,7.7857439E-005
7.268069816393108E+002,7.7793789E-005
7.269069816367846E+002,7.8366618E-005
7.270069816342584E+002,7.8302975E-005
7.271069816317322E+002,7.9130383E-005
7.272069816292060E+002,7.9384976E-005
7.273069816266798E+002,7.8939440E-005
7.274069816241536E+002,7.9766854E-005
7.275069816216273E+002,7.8684854E-005
7.276069816191011E+002,7.9575912E-005
7.277069816165749E+002,7.9321326E-005
7.278069816140487E+002,7.8812154E-005
7.279069816115225E+002,8.0466969E-005
7.280069816089963E+002,8.0594269E-005
7.281069816064701E+002,8.0276033E-005
7.282069816039439E+002,8.1103448E-005
7.283069816014176E+002,8.0466969E-005
7.284069815988914E+002,8.0785212E-005
7.285069815963652E+002,8.0530626E-005
7.286069815938390E+002,8.0594269E-005
7.287069815913128E+002,8.0721562E-005
7.288069815887866E+002,8.0339683E-005
7.289069815862604E+002,7.9894147E-005
7.290069815837342E+002,8.0594269E-005
7.291069815812079E+002,8.0339683E-005
7.292069815786817E+002,8.0466969E-005
7.293069815761555E+002,8.1485327E-005
7.294069815736293E+002,8.0912505E-005
7.295069815711031E+002,8.0912505E-005
7.296069815685769E+002,8.1294384E-005
7.297069815660507E+002,8.0976148E-005
7.298069815635245E+002,8.1548977E-005
7.299069815609982E+002,8.1294384E-005
7.300069815584720E+002,8.0530626E-005
7.301069815559458E+002,8.0912505E-005
7.302069815534196E+002,8.1612627E-005
7.303069815508934E+002,8.1294384E-005
7.304069815483672E+002,8.1612627E-005
7.305069815458410E+002,8.1803562E-005
7.306069815433148E+002,8.0721562E-005
7.307069815407885E+002,8.0721562E-005
7.308069815382623E+002,8.0976148E-005
7.309069815357361E+002,8.1230733E-005
7.310069815332099E+002,8.1485327E-005
7.311069815306837E+002,8.1867205E-005
7.312069815281575E+002,8.1676269E-005
7.313069815256313E+002,8.0976148E-005
7.314069815231051E+002,8.2821920E-005
7.315069815205788E+002,8.2121798E-005
7.316069815180526E+002,8.2567327E-005
7.317069815155264E+002,8.1994505E-005
7.318069815130002E+002,8.1358041E-005
7.319069815104740E+002,8.1867205E-005
7.320069815079478E+002,8.2440027E-005
7.321069815054216E+002,8.2185441E-005
7.322069815028954E+002,8.1612627E-005
7.323069815003691E+002,8.1230733E-005
7.324069814978429E+002,8.0976148E-005
7.325069814953167E+002,8.1676269E-005
7.326069814927905E+002,8.0912505E-005
7.327069814902643E+002,8.2440027E-005
7.328069814877381E+002,8.1103448E-005
7.329069814852119E+002,8.1803562E-005
7.330069814826857E+002,8.1676269E-005
7.331069814801594E+002,8.1358041E-005
7.332069814776332E+002,8.1167091E-005
7.333069814751070E+002,8.0721562E-005
7.334069814725808E+002,8.0848855E-005
7.335069814700546E+002,8.1739920E-005
7.336069814675284E+002,8.0912505E-005
7.337069814650022E+002,8.1358041E-005
7.338069814624760E+002,8.0785212E-005
7.339069814599497E+002,8.0403326E-005
7.340069814574235E+002,8.1167091E-005
7.341069814548973E+002,8.1167091E-005
7.342069814523711E+002,8.0594269E-005
7.343069814498449E+002,8.0785212E-005
7.344069814473187E+002,8.1358041E-005
7.345069814447925E+002,8.0657912E-005
7.346069814422663E+002,8.0403326E-005
7.347069814397400E+002,8.0594269E-005
7.348069814372138E+002,8.0785212E-005
7.349069814346876E+002,8.0466969E-005
7.350069814321614E+002,8.1421676E-005
7.351069814296352E+002,7.9894147E-005
7.352069814271090E+002,8.1103448E-005
7.353069814245828E+002,7.9512269E-005
7.354069814220566E+002,7.9257683E-005
7.355069814195303E+002,8.0594269E-005
7.356069814170041E+002,8.0657912E-005
7.357069814144779E+002,8.0403326E-005
7.358069814119517E+002,8.0021448E-005
7.359069814094255E+002,7.9957797E-005
7.360069814068993E+002,7.9894147E-005
7.361069814043731E+002,7.9830505E-005
7.362069814018469E+002,8.0085090E-005
7.363069813993206E+002,7.8748497E-005
7.364069813967944E+002,7.9703212E-005
7.365069813942682E+002,7.9639569E-005
7.366069813917420E+002,8.0212390E-005
7.367069813892158E+002,8.1358041E-005
7.368069813866896E+002,7.9766854E-005
7.369069813841634E+002,8.0403326E-005
7.370069813816372E+002,8.1167091E-005
7.371069813791109E+002,8.1230733E-005
7.372069813765847E+002,8.0848855E-005
7.373069813740585E+002,8.0785212E-005
7.374069813715323E+002,8.1294384E-005
7.375069813690061E+002,8.1167091E-005
7.376069813664799E+002,8.1039791E-005
7.377069813639537E+002,8.0466969E-005
7.378069813614275E+002,8.0276033E-005
7.379069813589012E+002,8.0466969E-005
7.380069813563750E+002,8.0976148E-005
7.381069813538488E+002,8.2376384E-005
7.382069813513226E+002,8.1103448E-005
7.383069813487964E+002,8.0530626E-005
7.384069813462702E+002,8.0848855E-005
7.385069813437440E+002,8.1930863E-005
7.386069813412178E+002,8.1485327E-005
7.387069813386915E+002,8.0276033E-005
7.388069813361653E+002,8.2312741E-005
7.389069813336391E+002,8.0976148E-005
7.390069813311129E+002,8.1167091E-005
7.391069813285867E+002,8.1358041E-005
7.392069813260605E+002,8.1803562E-005
7.393069813235343E+002,8.1676269E-005
7.394069813210081E+002,8.1803562E-005
7.395069813184818E+002,8.2249091E-005
7.396069813159556E+002,8.3012856E-005
7.397069813134294E+002,8.2503684E-005
7.398069813109032E+002,8.2694620E-005
7.399069813083770E+002,8.1485327E-005
7.400069813058508E+002,8.1930863E-005
7.401069813033246E+002,8.2249091E-005
7.402069813007984E+002,8.2058148E-005
7.403069812982721E+002,8.3076506E-005
7.404069812957459E+002,8.3585677E-005
7.405069812932197E+002,8.3012856E-005
7.406069812906935E+002,8.2376384E-005
7.407069812881673E+002,8.2885563E-005
7.408069812856411E+002,8.2503684E-005
7.409069812831149E+002,8.2503684E-005
7.410069812805887E+002,8.2821920E-005
7.411069812780624E+002,8.3331084E-005
7.412069812755362E+002,8.3840270E-005
7.413069812730100E+002,8.3840270E-005
7.414069812704838E+002,8.3585677E-005
7.415069812679576E+002,8.2440027E-005
7.416069812654314E+002,8.3712970E-005
7.417069812629052E+002,8.2821920E-005
7.418069812603790E+002,8.3203799E-005
7.419069812578527E+002,8.2694620E-005
7.420069812553265E+002,8.3394742E-005
7.421069812528003E+002,8.3331084E-005
7.422069812502741E+002,8.3585677E-005
7.423069812477479E+002,8.2949206E-005
7.424069812452217E+002,8.4158499E-005
7.425069812426955E+002,8.3967563E-005
7.426069812401693E+002,8.3140148E-005
7.427069812376430E+002,8.2376384E-005
7.428069812351168E+002,8.3267441E-005
7.429069812325906E+002,8.3458384E-005
7.430069812300644E+002,8.2758263E-005
7.431069812275382E+002,8.2503684E-005
7.432069812250120E+002,8.4604035E-005
7.433069812224858E+002,8.3649335E-005
7.434069812199596E+002,8.3458384E-005
7.435069812174333E+002,8.3267441E-005
7.436069812149071E+002,8.2949206E-005
7.437069812123809E+002,8.3267441E-005
7.438069812098547E+002,8.2885563E-005
7.439069812073285E+002,8.3267441E-005
7.440069812048023E+002,8.3331084E-005
7.441069812022761E+002,8.3522027E-005
7.442069811997499E+002,8.3649335E-005
7.443069811972236E+002,8.3967563E-005
7.444069811946974E+002,8.3967563E-005
7.445069811921712E+002,8.3331084E-005
7.446069811896450E+002,8.3776620E-005
7.447069811871188E+002,8.3522027E-005
7.448069811845926E+002,8.3522027E-005
7.449069811820664E+002,8.4349442E-005
7.450069811795402E+002,8.4476742E-005
7.451069811770140E+002,8.4094856E-005
7.452069811744877E+002,8.4031213E-005
7.453069811719615E+002,8.3649335E-005
7.454069811694353E+002,8.3840270E-005
7.455069811669091E+002,8.3585677E-005
7.456069811643829E+002,8.4349442E-005
7.457069811618567E+002,8.4222156E-005
7.458069811593305E+002,8.4158499E-005
7.459069811568043E+002,8.4413092E-005
7.460069811542780E+002,8.4413092E-005
7.461069811517518E+002,8.3903920E-005
7.462069811492256E+002,8.3776620E-005
7.463069811466994E+002,8.3522027E-005
7.464069811441732E+002,8.4349442E-005
7.465069811416470E+002,8.3394742E-005
7.466069811391208E+002,8.4031213E-005
7.467069811365946E+002,8.3394742E-005
7.468069811340683E+002,8.3840270E-005
7.469069811315421E+002,8.3903920E-005
7.470069811290159E+002,8.3267441E-005
7.471069811264897E+002,8.3331084E-005
7.472069811239635E+002,8.3903920E-005
7.473069811214373E+002,8.3458384E-005
7.474069811189111E+002,8.4094856E-005
7.475069811163849E+002,8.3776620E-005
7.476069811138586E+002,8.4222156E-005
7.477069811113324E+002,8.3394742E-005
7.478069811088062E+002,8.4667678E-005
7.479069811062800E+002,8.3585677E-005
7.480069811037538E+002,8.3585677E-005
7.481069811012276E+002,8.4158499E-005
7.482069810987014E+002,8.3967563E-005
7.483069810961752E+002,8.2567327E-005
7.484069810936489E+002,8.3840270E-005
7.485069810911227E+002,8.4031213E-005
7.486069810885965E+002,8.4031213E-005
7.487069810860703E+002,8.4222156E-005
7.488069810835441E+002,8.3522027E-005
7.489069810810179E+002,8.4222156E-005
7.490069810784917E+002,8.4858621E-005
7.491069810759655E+002,8.3903920E-005
7.492069810734392E+002,8.4540385E-005
7.493069810709130E+002,8.5304149E-005
7.494069810683868E+002,8.3967563E-005
7.495069810658606E+002,8.3776620E-005
7.496069810633344E+002,8.3840270E-005
7.497069810608082E+002,8.4540385E-005
7.498069810582820E+002,8.4667678E-005
7.499069810557558E+002,8.4985913E-005
7.500069810532295E+002,8.5622378E-005
7.501069810507033E+002,8.5431442E-005
7.502069810481771E+002,8.5113214E-005
7.503069810456509E+002,8.5049556E-005
7.504069810431247E+002,8.4922271E-005
7.505069810405985E+002,8.4285799E-005
7.506069810380723E+002,8.5113214E-005
7.507069810355461E+002,8.3903920E-005
7.508069810330198E+002,8.4158499E-005
7.509069810304936E+002,8.4094856E-005
7.510069810279674E+002,8.4476742E-005
7.511069810254412E+002,8.5367799E-005
7.512069810229150E+002,8.4285799E-005
7.513069810203888E+002,8.5049556E-005
7.514069810178626E+002,8.4922271E-005
7.515069810153364E+002,8.5240499E-005
7.516069810128101E+002,8.4794978E-005
7.517069810102839E+002,8.4604035E-005
7.518069810077577E+002,8.4094856E-005
7.519069810052315E+002,8.3967563E-005
7.520069810027053E+002,8.3967563E-005
7.521069810001791E+002,8.5113214E-005
7.522069809976529E+002,8.5558735E-005
7.523069809951267E+002,8.4922271E-005
7.524069809926004E+002,8.5240499E-005
7.525069809900742E+002,8.5495092E-005
7.526069809875480E+002,8.5495092E-005
7.527069809850218E+002,8.4985913E-005
7.528069809824956E+002,8.4922271E-005
7.529069809799694E+002,8.5367799E-005
7.530069809774432E+002,8.4349442E-005
7.531069809749170E+002,8.5176856E-005
7.532069809723907E+002,8.4731320E-005
7.533069809698645E+002,8.5940628E-005
7.534069809673383E+002,8.5813321E-005
7.535069809648121E+002,8.4794978E-005
7.536069809622859E+002,8.5686035E-005
7.537069809597597E+002,8.6768036E-005
7.538069809572335E+002,8.6067914E-005
7.539069809547073E+002,8.5749678E-005
7.540069809521810E+002,8.6195214E-005
7.541069809496548E+002,8.6195214E-005
7.542069809471286E+002,8.5940628E-005
7.543069809446024E+002,8.6004264E-005
7.544069809420762E+002,8.6577093E-005
7.545069809395500E+002,8.6195214E-005
7.546069809370238E+002,8.6640735E-005
7.547069809344976E+002,8.7277207E-005
7.548069809319713E+002,8.6004264E-005
7.549069809294451E+002,8.7468150E-005
7.550069809269189E+002,8.6704385E-005
7.551069809243927E+002,8.7786386E-005
7.552069809218665E+002,8.6513450E-005
7.553069809193403E+002,8.6831678E-005
7.554069809168141E+002,8.6704385E-005
7.555069809142879E+002,8.7340850E-005
7.556069809117616E+002,8.7213564E-005
7.557069809092354E+002,8.7468150E-005
7.558069809067092E+002,8.6768036E-005
7.559069809041830E+002,8.6449792E-005
7.560069809016568E+002,8.7595450E-005
7.561069808991306E+002,8.8422865E-005
7.562069808966044E+002,8.6768036E-005
7.563069808940782E+002,8.6704385E-005
7.564069808915519E+002,8.6513450E-005
7.565069808890257E+002,8.7977329E-005
7.566069808864995E+002,8.7531793E-005
7.567069808839733E+002,8.7340850E-005
7.568069808814471E+002,8.6958971E-005
7.569069808789209E+002,8.7659093E-005
7.570069808763947E+002,8.8677443E-005
7.571069808738685E+002,8.8550150E-005
7.572069808713422E+002,8.7850029E-005
7.573069808688160E+002,8.7850029E-005
7.574069808662898E+002,8.7086271E-005
7.575069808637636E+002,8.7786386E-005
7.576069808612374E+002,8.7850029E-005
7.577069808587112E+002,8.9059329E-005
7.578069808561850E+002,8.8741086E-005
7.579069808536588E+002,8.8804743E-005
7.580069808511325E+002,8.8613800E-005
7.581069808486063E+002,8.8932029E-005
7.582069808460801E+002,8.9441208E-005
7.583069808435539E+002,8.9950387E-005
7.584069808410277E+002,8.9504851E-005
7.585069808385015E+002,8.8231915E-005
7.586069808359753E+002,8.8804743E-005
7.587069808334491E+002,8.9886744E-005
7.588069808309228E+002,8.8550150E-005
7.589069808283966E+002,8.9250265E-005
7.590069808258704E+002,8.9504851E-005
7.591069808233442E+002,8.8995679E-005
7.592069808208180E+002,8.8804743E-005
7.593069808182918E+002,8.7786386E-005
7.594069808157656E+002,8.7913671E-005
7.595069808132394E+002,8.6577093E-005
7.596069808107131E+002,8.7659093E-005
7.597069808081869E+002,8.7149914E-005
7.598069808056607E+002,8.6895328E-005
7.599069808031345E+002,8.7786386E-005
7.600069808006083E+002,8.6640735E-005
7.601069807980821E+002,8.7213564E-005
7.602069807955559E+002,8.7977329E-005
7.603069807930297E+002,8.7913671E-005
7.604069807905034E+002,8.7468150E-005
7.605069807879772E+002,8.6640735E-005
7.606069807854510E+002,8.7149914E-005
7.607069807829248E+002,8.8040972E-005
7.608069807803986E+002,8.7404507E-005
7.609069807778724E+002,8.7659093E-005
7.610069807753462E+002,8.6895328E-005
7.611069807728200E+002,8.6895328E-005
7.612069807702937E+002,8.8104614E-005
7.613069807677675E+002,8.7913671E-005
7.614069807652413E+002,8.7149914E-005
7.615069807627151E+002,8.6640735E-005
7.616069807601889E+002,8.7340850E-005
7.617069807576627E+002,8.6195214E-005
7.618069807551365E+002,8.6768036E-005
7.619069807526103E+002,8.7022614E-005
7.620069807500840E+002,8.6513450E-005
7.621069807475578E+002,8.7977329E-005
7.622069807450316E+002,8.7340850E-005
7.623069807425054E+002,8.6195214E-005
7.624069807399792E+002,8.6640735E-005
7.625069807374530E+002,8.7913671E-005
7.626069807349268E+002,8.6640735E-005
7.627069807324006E+002,8.7213564E-005
7.628069807298743E+002,8.7404507E-005
7.629069807273481E+002,8.7468150E-005
7.630069807248219E+002,8.7213564E-005
7.631069807222957E+002,8.6958971E-005
7.632069807197695E+002,8.6577093E-005
7.633069807172433E+002,8.6958971E-005
7.634069807147171E+002,8.7404507E-005
7.635069807121909E+002,8.6704385E-005
7.636069807096646E+002,8.6449792E-005
7.637069807071384E+002,8.6386150E-005
7.638069807046122E+002,8.7022614E-005
7.639069807020860E+002,8.5940628E-005
7.640069806995598E+002,8.7722736E-005
7.641069806970336E+002,8.7022614E-005
7.642069806945074E+002,8.6640735E-005
7.643069806919812E+002,8.5622378E-005
7.644069806894549E+002,8.6449792E-005
7.645069806869287E+002,8.6195214E-005
7.646069806844025E+002,8.7086271E-005
7.647069806818763E+002,8.6513450E-005
7.648069806793501E+002,8.6513450E-005
7.649069806768239E+002,8.6449792E-005
7.650069806742977E+002,8.6386150E-005
7.651069806717715E+002,8.5495092E-005
7.652069806692452E+002,8.6513450E-005
7.653069806667190E+002,8.6195214E-005
7.654069806641928E+002,8.5431442E-005
7.655069806616666E+002,8.5686035E-005
7.656069806591404E+002,8.6258857E-005
7.657069806566142E+002,8.5240499E-005
7.658069806540880E+002,8.6449792E-005
7.659069806515618E+002,8.5495092E-005
7.660069806490355E+002,8.4858621E-005
7.661069806465093E+002,8.5940628E-005
7.662069806439831E+002,8.5367799E-005
7.663069806414569E+002,8.5749678E-005
7.664069806389307E+002,8.5495092E-005
7.665069806364045E+002,8.6258857E-005
7.666069806338783E+002,8.5113214E-005
7.667069806313521E+002,8.5622378E-005
7.668069806288258E+002,8.4667678E-005
7.669069806262996E+002,8.5876971E-005
7.670069806237734E+002,8.5622378E-005
7.671069806212472E+002,8.4604035E-005
7.672069806187210E+002,8.5686035E-005
7.673069806161948E+002,8.7149914E-005
7.674069806136686E+002,8.5749678E-005
7.675069806111424E+002,8.6322507E-005
7.676069806086161E+002,8.6131564E-005
7.677069806060899E+002,8.4667678E-005
7.678069806035637E+002,8.5558735E-005
7.679069806010375E+002,8.6958971E-005
7.680069805985113E+002,8.5495092E-005
7.681069805959851E+002,8.6449792E-005
7.682069805934589E+002,8.5495092E-005
7.683069805909327E+002,8.6195214E-005
7.684069805884064E+002,8.5940628E-005
7.685069805858802E+002,8.5113214E-005
7.686069805833540E+002,8.6386150E-005
7.687069805808278E+002,8.5431442E-005
7.688069805783016E+002,8.5431442E-005
7.689069805757754E+002,8.5431442E-005
7.690069805732492E+002,8.5813321E-005
7.691069805707230E+002,8.6195214E-005
7.692069805681967E+002,8.5749678E-005
7.693069805656705E+002,8.5495092E-005
7.694069805631443E+002,8.5940628E-005
7.695069805606181E+002,8.5749678E-005
7.696069805580919E+002,8.6386150E-005
7.697069805555657E+002,8.5876971E-005
7.698069805530395E+002,8.5749678E-005
7.699069805505133E+002,8.5686035E-005
7.700069805479870E+002,8.5876971E-005
7.701069805454608E+002,8.6831678E-005
7.702069805429346E+002,8.6195214E-005
7.703069805404084E+002,8.7213564E-005
7.704069805378822E+002,8.6067914E-005
7.705069805353560E+002,8.5558735E-005
7.706069805328298E+002,8.7149914E-005
7.707069805303036E+002,8.5940628E-005
7.708069805277773E+002,8.7595450E-005
7.709069805252511E+002,8.6258857E-005
7.710069805227249E+002,8.6577093E-005
7.711069805201987E+002,8.7786386E-005
7.712069805176725E+002,8.6004264E-005
7.713069805151463E+002,8.5749678E-005
7.714069805126201E+002,8.6131564E-005
7.715069805100939E+002,8.6386150E-005
7.716069805075676E+002,8.6322507E-005
7.717069805050414E+002,8.5940628E-005
7.718069805025152E+002,8.6386150E-005
7.719069804999890E+002,8.5876971E-005
7.720069804974628E+002,8.6831678E-005
7.721069804949366E+002,8.6958971E-005
7.722069804924104E+002,8.7213564E-005
7.723069804898842E+002,8.7722736E-005
7.724069804873579E+002,8.7595450E-005
7.725069804848317E+002,8.7086271E-005
7.726069804823055E+002,8.5749678E-005
7.727069804797793E+002,8.7277207E-005
7.728069804772531E+002,8.6577093E-005
7.729069804747269E+002,8.6768036E-005
7.730069804722007E+002,8.6513450E-005
7.731069804696745E+002,8.7277207E-005
7.732069804671482E+002,8.6958971E-005
7.733069804646220E+002,8.7277207E-005
7.734069804620958E+002,8.7468150E-005
7.735069804595696E+002,8.6831678E-005
7.736069804570434E+002,8.6895328E-005
7.737069804545172E+002,8.7913671E-005
7.738069804519910E+002,8.6704385E-005
7.739069804494648E+002,8.7277207E-005
7.740069804469385E+002,8.6449792E-005
7.741069804444123E+002,8.6958971E-005
7.742069804418861E+002,8.7850029E-005
7.743069804393599E+002,8.7404507E-005
7.744069804368337E+002,8.7595450E-005
7.745069804343075E+002,8.7213564E-005
7.746069804317813E+002,8.6895328E-005
7.747069804292551E+002,8.6768036E-005
7.748069804267288E+002,8.5940628E-005
7.749069804242026E+002,8.7086271E-005
7.750069804216764E+002,8.7022614E-005
7.751069804191502E+002,8.7149914E-005
7.752069804166240E+002,8.7913671E-005
7.753069804140978E+002,8.7086271E-005
7.754069804115716E+002,8.7340850E-005
7.755069804090454E+002,8.7850029E-005
7.756069804065191E+002,8.7277207E-005
7.757069804039929E+002,8.6768036E-005
7.758069804014667E+002,8.8932029E-005
7.759069803989405E+002,8.8422865E-005
7.760069803964143E+002,8.8295557E-005
7.761069803938881E+002,8.7913671E-005
7.762069803913619E+002,8.7913671E-005
7.763069803888357E+002,8.8613800E-005
7.764069803863094E+002,8.7977329E-005
7.765069803837832E+002,8.8422865E-005
7.766069803812570E+002,8.8359207E-005
7.767069803787308E+002,8.8040972E-005
7.768069803762046E+002,8.7722736E-005
7.769069803736784E+002,8.7595450E-005
7.770069803711522E+002,8.7595450E-005
7.771069803686260E+002,8.7404507E-005
7.772069803660997E+002,8.7468150E-005
7.773069803635735E+002,8.7149914E-005
7.774069803610473E+002,8.7659093E-005
7.775069803585211E+002,8.7786386E-005
7.776069803559949E+002,8.7595450E-005
7.777069803534687E+002,8.8550150E-005
7.778069803509425E+002,8.8104614E-005
7.779069803484163E+002,8.7659093E-005
7.780069803458900E+002,8.7468150E-005
7.781069803433638E+002,8.6768036E-005
7.782069803408376E+002,8.7340850E-005
7.783069803383114E+002,8.7850029E-005
7.784069803357852E+002,8.7277207E-005
7.785069803332590E+002,8.7595450E-005
7.786069803307328E+002,8.7659093E-005
7.787069803282066E+002,8.8741086E-005
7.788069803256803E+002,8.7468150E-005
7.789069803231541E+002,8.8613800E-005
7.790069803206279E+002,8.7404507E-005
7.791069803181017E+002,8.7340850E-005
7.792069803155755E+002,8.7595450E-005
7.793069803130493E+002,8.7659093E-005
7.794069803105231E+002,8.7213564E-005
7.795069803079969E+002,8.7659093E-005
7.796069803054706E+002,8.6958971E-005
7.797069803029444E+002,8.7468150E-005
7.798069803004182E+002,8.7213564E-005
7.799069802978920E+002,8.7786386E-005
7.800069802953658E+002,8.7913671E-005
7.801069802928396E+002,8.7722736E-005
7.802069802903134E+002,8.8231915E-005
7.803069802877872E+002,8.7850029E-005
7.804069802852609E+002,8.8422865E-005
7.805069802827347E+002,8.7149914E-005
7.806069802802085E+002,8.6704385E-005
7.807069802776823E+002,8.8295557E-005
7.808069802751561E+002,8.7977329E-005
7.809069802726299E+002,8.6577093E-005
7.810069802701037E+002,8.7086271E-005
7.811069802675775E+002,8.8104614E-005
7.812069802650512E+002,8.7722736E-005
7.813069802625250E+002,8.7722736E-005
7.814069802599988E+002,8.7277207E-005
7.815069802574726E+002,8.7277207E-005
7.816069802549464E+002,8.7213564E-005
7.817069802524202E+002,8.7086271E-005
7.818069802498940E+002,8.7277207E-005
7.819069802473678E+002,8.7404507E-005
7.820069802448415E+002,8.6895328E-005
7.821069802423153E+002,8.8104614E-005
7.822069802397891E+002,8.8295557E-005
7.823069802372629E+002,8.8104614E-005
7.824069802347367E+002,8.7404507E-005
7.825069802322105E+002,8.6577093E-005
7.826069802296843E+002,8.6958971E-005
7.827069802271581E+002,8.7659093E-005
7.828069802246318E+002,8.6895328E-005
7.829069802221056E+002,8.7277207E-005
7.830069802195794E+002,8.7595450E-005
7.831069802170532E+002,8.7786386E-005
7.832069802145270E+002,8.7786386E-005
7.833069802120008E+002,8.7977329E-005
7.834069802094746E+002,8.6958971E-005
7.835069802069484E+002,8.7659093E-005
7.836069802044221E+002,8.5876971E-005
7.837069802018959E+002,8.7213564E-005
7.838069801993697E+002,8.6386150E-005
7.839069801968435E+002,8.7213564E-005
7.840069801943173E+002,8.7149914E-005
7.841069801917911E+002,8.7277207E-005
7.842069801892649E+002,8.7277207E-005
7.843069801867387E+002,8.8550150E-005
7.844069801842124E+002,8.7786386E-005
7.845069801816862E+002,8.7213564E-005
7.846069801791600E+002,8.7340850E-005
7.847069801766338E+002,8.7404507E-005
7.848069801741076E+002,8.7659093E-005
7.849069801715814E+002,8.6704385E-005
7.850069801690552E+002,8.8040972E-005
7.851069801665290E+002,8.7468150E-005
7.852069801640027E+002,8.6704385E-005
7.853069801614765E+002,8.6704385E-005
7.854069801589503E+002,8.6958971E-005
7.855069801564241E+002,8.7086271E-005
7.856069801538979E+002,8.6768036E-005
7.857069801513717E+002,8.7277207E-005
7.858069801488455E+002,8.7340850E-005
7.859069801463193E+002,8.7340850E-005
7.860069801437930E+002,8.7213564E-005
7.861069801412668E+002,8.7913671E-005
7.862069801387406E+002,8.7722736E-005
7.863069801362144E+002,8.9122972E-005
7.864069801336882E+002,8.7977329E-005
7.865069801311620E+002,8.7022614E-005
7.866069801286358E+002,8.7850029E-005
7.867069801261096E+002,8.8168264E-005
7.868069801235833E+002,8.8168264E-005
7.869069801210571E+002,8.8359207E-005
7.870069801185309E+002,8.9377565E-005
7.871069801160047E+002,8.9377565E-005
7.872069801134785E+002,8.8868386E-005
7.873069801109523E+002,8.8359207E-005
7.874069801084261E+002,8.8804743E-005
7.875069801058999E+002,8.8040972E-005
7.876069801033736E+002,8.7850029E-005
7.877069801008474E+002,8.7786386E-005
7.878069800983212E+002,8.7786386E-005
7.879069800957950E+002,8.8168264E-005
7.880069800932688E+002,8.8295557E-005
7.881069800907426E+002,8.8804743E-005
7.882069800882164E+002,8.8804743E-005
7.883069800856902E+002,8.8613800E-005
7.884069800831639E+002,8.7786386E-005
7.885069800806377E+002,8.9059329E-005
7.886069800781115E+002,8.7659093E-005
7.887069800755853E+002,8.8040972E-005
7.888069800730591E+002,8.7850029E-005
7.889069800705329E+002,8.8168264E-005
7.890069800680067E+002,8.8104614E-005
7.891069800654805E+002,8.8231915E-005
7.892069800629542E+002,8.9377565E-005
7.893069800604280E+002,8.8104614E-005
7.894069800579018E+002,8.8231915E-005
7.895069800553756E+002,8.8677443E-005
7.896069800528494E+002,8.9695801E-005
7.897069800503232E+002,8.8868386E-005
7.898069800477970E+002,8.9441208E-005
7.899069800452708E+002,8.8868386E-005
7.900069800427445E+002,8.8295557E-005
